Body Name,Transaction Number,Account code Description,Expenses Type,Service Code,Service Area Categorisation,Supplier Name,Date,Amount
Bath & North East Somerset Council,10725920,LV1,Grants to Voluntary Bodies,P01,Transport,KEYNSHAM & DISTRICT DIAL-A-RIDE,22/01/2014,18564
Bath & North East Somerset Council,10725565,LM6,Nursing Care,P03,Wellbeing,KIRBY SHEPPARD LLP CLIENT ACCOUNT,22/01/2014,930.18
Bath & North East Somerset Council,10725783,LA4,Equipment Hire/Rent,P07,Community Resources,XEROX FINANCE LIMITED,22/01/2014,449.61
Bath & North East Somerset Council,80301814,LA7,Purchases for Resale,P06,Sustainable Development,ST NICOLAS,22/01/2014,483.6
Bath & North East Somerset Council,10723827,KB1,Hire of Vehicles,P01,Transport,BURNT TREE VEHICLE HIRE,22/01/2014,268.8
Bath & North East Somerset Council,10723827,KB1,Hire of Vehicles,P01,Transport,BURNT TREE VEHICLE HIRE,22/01/2014,268.8
Bath & North East Somerset Council,10723827,KB1,Hire of Vehicles,P01,Transport,BURNT TREE VEHICLE HIRE,22/01/2014,268.8
Bath & North East Somerset Council,10724461,LA5,Materials,P07,Community Resources,PREMIER PAPER,22/01/2014,529.92
Bath & North East Somerset Council,80301801,LA7,Purchases for Resale,P06,Sustainable Development,AHMAD TEA LIMITED,22/01/2014,530.4
Bath & North East Somerset Council,10725784,HK2,Street Lighting Maintenance,P01,Transport,WESTERN POWER DISTRIBUTION,22/01/2014,532.18
Bath & North East Somerset Council,10725514,HX1,Property Insurance,Z99,Outside Revenue Accounts,ST STEPHENS SCHOOL,22/01/2014,540
Bath & North East Somerset Council,10725929,EA1,Training,P07,Community Resources,THE CHARTERED INSURANCE INSTITUTE,22/01/2014,540
Bath & North East Somerset Council,80302089,LE2,Statementing Payment to other LEAs/Schools,P02,"Early Years, Children & Youth",SOMERSET COUNTY COUNCIL,22/01/2014,541.29
Bath & North East Somerset Council,80301786,LL3,Supported Living,P09,Homes & Planning,REDACTED,22/01/2014,76
Bath & North East Somerset Council,80301786,LM2,Foster Carer Allowances,P02,"Early Years, Children & Youth",REDACTED,22/01/2014,800
Bath & North East Somerset Council,80301782,LM4,Respite Care,P02,"Early Years, Children & Youth",REDACTED,22/01/2014,7.14
Bath & North East Somerset Council,80301782,LM4,Respite Care,P02,"Early Years, Children & Youth",REDACTED,22/01/2014,19.6
Bath & North East Somerset Council,80301782,LM2,Foster Carer Allowances,P02,"Early Years, Children & Youth",REDACTED,22/01/2014,35.71
Bath & North East Somerset Council,80301782,LM2,Foster Carer Allowances,P02,"Early Years, Children & Youth",REDACTED,22/01/2014,97.99
Bath & North East Somerset Council,80301782,LM2,Foster Carer Allowances,P02,"Early Years, Children & Youth",REDACTED,22/01/2014,121.43
Bath & North East Somerset Council,80301782,LM2,Foster Carer Allowances,P02,"Early Years, Children & Youth",REDACTED,22/01/2014,333.15
Bath & North East Somerset Council,80301160,LL3,Supported Living,P03,Wellbeing,Next Link Domestic Abuse Services,22/01/2014,3331.1
Bath & North East Somerset Council,80301158,LL3,Supported Living,P03,Wellbeing,Next Link Domestic Abuse Services,22/01/2014,5087.7
Bath & North East Somerset Council,10725737,KB1,Hire of Vehicles,P01,Transport,ROBERTS (BATH) LTD,22/01/2014,555
Bath & North East Somerset Council,10725067,LA4,Equipment Hire/Rent,Z98,West of England Partnership,DE LAGE LANDEN LTD,22/01/2014,567.13
Bath & North East Somerset Council,10725580,HK2,Street Lighting Maintenance,P01,Transport,WESTERN POWER DISTRIBUTION,22/01/2014,568.32
Bath & North East Somerset Council,10725803,KA1,Repairs & Maintenance,P05,Neighbourhoods,EUROMEC CONTRACTS LTD,22/01/2014,570.77
Bath & North East Somerset Council,10725759,HA4,Responsive Maintenance PCB,P07,Community Resources,TPM (SOUTH WEST) LTD,22/01/2014,579
Bath & North East Somerset Council,10725083,HA5,Service Contract PCB,P07,Community Resources,STANNAH LIFT SERVICES LIMITED,22/01/2014,580
Bath & North East Somerset Council,10723827,KB1,Hire of Vehicles,P01,Transport,BURNT TREE VEHICLE HIRE,22/01/2014,357.88
Bath & North East Somerset Council,10725744,HA4,Responsive Maintenance PCB,P07,Community Resources,TPM (SOUTH WEST) LTD,22/01/2014,588
Bath & North East Somerset Council,10725591,LJ4,Contracts,P01,Transport,KEYNSHAM CARS,22/01/2014,600
Bath & North East Somerset Council,10725910,LV1,Grants to Voluntary Bodies,P01,Transport,CHEW VALLEY COMMUNITY TRANSPORT,22/01/2014,1125
Bath & North East Somerset Council,10725758,HA4,Responsive Maintenance PCB,P07,Community Resources,TPM (SOUTH WEST) LTD,22/01/2014,610
Bath & North East Somerset Council,10725766,3C4,Building Works,P06,Sustainable Development,WAYLETT PROPERTY INSPECTIONS LLP,22/01/2014,629.85
Bath & North East Somerset Council,10725978,LK1,Fees,P06,Sustainable Development,REDACTED,22/01/2014,2000
Bath & North East Somerset Council,10725465,HN1,Electricity,P07,Community Resources,BRITISH GAS - ELECTRICITY,22/01/2014,642.67
Bath & North East Somerset Council,10725530,LA5,Materials,P05,Neighbourhoods,G WILLIAMS & SONS LTD,22/01/2014,644
Bath & North East Somerset Council,10725283,LJ1,Consultants Fees,P09,Homes & Planning,POTTERTON ASSOCIATES LTD,22/01/2014,677.4
Bath & North East Somerset Council,10725634,3F7,External Fees,P01,Transport,OAKUS CIVIL & SURFACING LTD,22/01/2014,680
Bath & North East Somerset Council,80302094,LE2,Statementing Payment to other LEAs/Schools,P02,"Early Years, Children & Youth",SOMERSET COUNTY COUNCIL,22/01/2014,686.44
Bath & North East Somerset Council,10725768,3F7,External Fees,P02,"Early Years, Children & Youth",HORDERS,22/01/2014,739.23
Bath & North East Somerset Council,10725876,HK5,PCB Highways Maintenance,P01,Transport,E R HEMMINGS (BUILDING) LTD,22/01/2014,757.25
Bath & North East Somerset Council,80302091,LE2,Statementing Payment to other LEAs/Schools,P02,"Early Years, Children & Youth",SOMERSET COUNTY COUNCIL,22/01/2014,762.17
Bath & North East Somerset Council,80301803,LA7,Purchases for Resale,P06,Sustainable Development,ANCESTORS OF DOVER LTD,22/01/2014,775.8
Bath & North East Somerset Council,10725727,HV1,Contract Cleaning,P03,Wellbeing,MENDIP CLEANING SERVICES LTD,22/01/2014,806.98
Bath & North East Somerset Council,10725633,LK1,Fees,P02,"Early Years, Children & Youth",SIRONA CARE & HEALTH C.I.C.,22/01/2014,778.95
Bath & North East Somerset Council,80301810,LA7,Purchases for Resale,P06,Sustainable Development,THE HOUSE OF DORCHESTER LTD,22/01/2014,882
Bath & North East Somerset Council,80301187,LL3,Supported Living,P03,Wellbeing,Sirona Care and Health (Supported Living Service),22/01/2014,8640.74
Bath & North East Somerset Council,10725576,HN2,Gas,P07,Community Resources,SOUTHERN ELECTRIC PLC,22/01/2014,912.19
Bath & North East Somerset Council,10725841,DB1,Agency Staff,P01,Transport,IAYAZ CONSULTING ENGINEERS LTD,22/01/2014,991.25
Bath & North East Somerset Council,80302087,LE2,Statementing Payment to other LEAs/Schools,P02,"Early Years, Children & Youth",GROVE PRIMARY SCHOOL,22/01/2014,635.95
Bath & North East Somerset Council,80302093,LE2,Statementing Payment to other LEAs/Schools,P02,"Early Years, Children & Youth",ST MARY REDCLIFFE AND TEMPLE VA SCHOOL,22/01/2014,1014.6
Bath & North East Somerset Council,10725638,3F7,External Fees,P06,Sustainable Development,OAKUS CIVIL & SURFACING LTD,22/01/2014,1020
Bath & North East Somerset Council,10715164,LA5,Materials,P07,Community Resources,PREMIER PAPER,22/01/2014,1021.28
Bath & North East Somerset Council,10724433,HV1,Contract Cleaning,P07,Community Resources,DIRECT CLEANING SERVICES UK LTD,22/01/2014,1022.58
Bath & North East Somerset Council,10725388,DB1,Agency Staff,P01,Transport,WATERMAN ASPEN,22/01/2014,1040
Bath & North East Somerset Council,10725574,HN1,Electricity,P01,Transport,EDF ENERGY,22/01/2014,1049.09
Bath & North East Somerset Council,10725698,LX1,Educational Activity,P02,"Early Years, Children & Youth",DEVON COUNTY COUNCIL,22/01/2014,1135.46
Bath & North East Somerset Council,10725880,LK1,Fees,P02,"Early Years, Children & Youth",CAPITA SPECIALIST INSURANCE SOLUTIONS LTD,22/01/2014,1180
Bath & North East Somerset Council,10725871,DB1,Agency Staff,P01,Transport,C R DAWSON LTD,22/01/2014,1235.46
Bath & North East Somerset Council,10725922,LV1,Grants to Voluntary Bodies,P01,Transport,SWAN ADVICE NETWORK,22/01/2014,3825
Bath & North East Somerset Council,80301164,LL3,Supported Living,P03,Wellbeing,Swan Advocacy Network,22/01/2014,6632.4
Bath & North East Somerset Council,10725594,3F7,External Fees,P01,Transport,HALCROW GROUP LTD,22/01/2014,1281
Bath & North East Somerset Council,10725030,LX1,Educational Activity,P02,"Early Years, Children & Youth",JESSICA GREGORY,22/01/2014,1282.5
Bath & North East Somerset Council,10725679,LX1,Educational Activity,P02,"Early Years, Children & Youth",RIVERSIDE LEISURE CENTRE,22/01/2014,1350
Bath & North East Somerset Council,10725636,3F7,External Fees,P07,Community Resources,OAKUS CIVIL & SURFACING LTD,22/01/2014,1360
Bath & North East Somerset Council,10725862,KA3,Fuel,P01,Transport,FORD FUELS LTD,22/01/2014,1447.28
Bath & North East Somerset Council,10725861,KA3,Fuel,P01,Transport,FORD FUELS LTD,22/01/2014,1461.9
Bath & North East Somerset Council,10725681,DB1,Agency Staff,P01,Transport,ATKINS,22/01/2014,1622.43
Bath & North East Somerset Council,10724581,KE3,Transport & Travel,P07,Community Resources,REDACTED,22/01/2014,1910
Bath & North East Somerset Council,10725908,LV1,Grants to Voluntary Bodies,P01,Transport,AGE CONCERN BATH & N E SOMERSE,22/01/2014,1864.25
Bath & North East Somerset Council,10724468,HA4,Responsive Maintenance PCB,P07,Community Resources,M D BUILDING SERVICES LTD,22/01/2014,1930
Bath & North East Somerset Council,10725740,3F7,External Fees,P01,Transport,SELECT ELECTRICS LTD,22/01/2014,1975
Bath & North East Somerset Council,10725640,HA4,Responsive Maintenance PCB,P07,Community Resources,H MEALING & SONS LTD,22/01/2014,1995
Bath & North East Somerset Council,10725573,3F7,External Fees,P02,"Early Years, Children & Youth",MACE LIMITED,22/01/2014,2000
Bath & North East Somerset Council,10725046,EA1,Training,P02,"Early Years, Children & Youth",ROGER DE WOLF LTD,22/01/2014,525.8
Bath & North East Somerset Council,10725701,LX1,Educational Activity,P02,"Early Years, Children & Youth",DCC SHERBORNE PRIMARY SCHOOL,22/01/2014,2000
Bath & North East Somerset Council,10725845,HE5,Security of Premises,P05,Neighbourhoods,S P WATKINS,22/01/2014,2075
Bath & North East Somerset Council,10720560,LH3,Publicity,P05,Neighbourhoods,HELLO STUDIO LTD,22/01/2014,2090
Bath & North East Somerset Council,10725954,LX1,Educational Activity,P02,"Early Years, Children & Youth",ONE STAGE,22/01/2014,2175
Bath & North East Somerset Council,10723952,HP3,Room Hire Charges,P09,Homes & Planning,BATH RUGBY LTD,22/01/2014,2348.6
Bath & North East Somerset Council,10725632,LM1,Volunt Homes Placements Top/Up,P02,"Early Years, Children & Youth",WESC FOUNDATION,22/01/2014,32536
Bath & North East Somerset Council,10724677,3F7,External Fees,P07,Community Resources,MAX FORDHAM CONSULTING ENGINEERS,22/01/2014,2688
Bath & North East Somerset Council,10725612,LM2,Foster Carer Allowances,P02,"Early Years, Children & Youth",CAPSTONE FOSTER CARE (SOUTH WEST)  LTD,22/01/2014,2704.8
Bath & North East Somerset Council,10725618,LM2,Foster Carer Allowances,P02,"Early Years, Children & Youth",CAPSTONE FOSTER CARE (SOUTH WEST)  LTD,22/01/2014,2704.8
Bath & North East Somerset Council,10725927,LA1,Equipment Purchase (Non Medical),P03,Wellbeing,SIDHIL LTD,22/01/2014,2725
Bath & North East Somerset Council,10726063,LL2,Personal Needs of Clients,P02,"Early Years, Children & Youth",CAPSTONE FOSTER CARE (SOUTH WEST)  LTD,22/01/2014,2812.32
Bath & North East Somerset Council,10725879,HN3,Heating Oil,P03,Wellbeing,PACE FUELCARE LTD,22/01/2014,2909.88
Bath & North East Somerset Council,10725630,LM2,Foster Carer Allowances,P02,"Early Years, Children & Youth",TACT,22/01/2014,2972.28
Bath & North East Somerset Council,10725710,PB4,Payments to Private Contractors,P05,Neighbourhoods,FAIRPORT CONTAINERS LTD,22/01/2014,3000
Bath & North East Somerset Council,10725627,LM2,Foster Carer Allowances,P02,"Early Years, Children & Youth",CAPSTONE FOSTER CARE (SOUTH WEST)  LTD,22/01/2014,3014.45
Bath & North East Somerset Council,10725631,LM2,Foster Carer Allowances,P02,"Early Years, Children & Youth",CAPSTONE FOSTER CARE (SOUTH WEST)  LTD,22/01/2014,3014.48
Bath & North East Somerset Council,10725691,LJ1,Consultants Fees,P05,Neighbourhoods,SLR CONSULTING,22/01/2014,3016.98
Bath & North East Somerset Council,10725613,LM2,Foster Carer Allowances,P02,"Early Years, Children & Youth",CAPSTONE FOSTER CARE (SOUTH WEST)  LTD,22/01/2014,3061.8
Bath & North East Somerset Council,10725614,LM2,Foster Carer Allowances,P02,"Early Years, Children & Youth",CAPSTONE FOSTER CARE (SOUTH WEST)  LTD,22/01/2014,3061.8
Bath & North East Somerset Council,10725615,LM2,Foster Carer Allowances,P02,"Early Years, Children & Youth",CAPSTONE FOSTER CARE (SOUTH WEST)  LTD,22/01/2014,3061.8
Bath & North East Somerset Council,10725623,LM2,Foster Carer Allowances,P02,"Early Years, Children & Youth",CAPSTONE FOSTER CARE (SOUTH WEST)  LTD,22/01/2014,3061.8
Bath & North East Somerset Council,10725624,LM2,Foster Carer Allowances,P02,"Early Years, Children & Youth",CAPSTONE FOSTER CARE (SOUTH WEST)  LTD,22/01/2014,3061.8
Bath & North East Somerset Council,10725628,LM2,Foster Carer Allowances,P02,"Early Years, Children & Youth",TACT,22/01/2014,3088.84
Bath & North East Somerset Council,10725629,LM2,Foster Carer Allowances,P02,"Early Years, Children & Youth",TACT,22/01/2014,3088.84
Bath & North East Somerset Council,10725611,LM2,Foster Carer Allowances,P02,"Early Years, Children & Youth",CAPSTONE FOSTER CARE (SOUTH WEST)  LTD,22/01/2014,3124.24
Bath & North East Somerset Council,10725616,LM2,Foster Carer Allowances,P02,"Early Years, Children & Youth",CAPSTONE FOSTER CARE (SOUTH WEST)  LTD,22/01/2014,3124.24
Bath & North East Somerset Council,10725643,LM2,Foster Carer Allowances,P02,"Early Years, Children & Youth",TACT,22/01/2014,3162
Bath & North East Somerset Council,10725575,HN1,Electricity,P06,Sustainable Development,EDF ENERGY,22/01/2014,3182.58
Bath & North East Somerset Council,10725617,LM2,Foster Carer Allowances,P02,"Early Years, Children & Youth",CAPSTONE FOSTER CARE (SOUTH WEST)  LTD,22/01/2014,3188.08
Bath & North East Somerset Council,10725676,LX1,Educational Activity,P02,"Early Years, Children & Youth",RIVERSIDE LEISURE CENTRE,22/01/2014,3300
Bath & North East Somerset Council,10725608,LM2,Foster Carer Allowances,P02,"Early Years, Children & Youth",ENHANCED FOSTER CARE LTD,22/01/2014,3472
Bath & North East Somerset Council,10725354,LJ4,Contracts,P03,Wellbeing,SIRONA CARE SERVICES LTD,22/01/2014,3707.5
Bath & North East Somerset Council,10721648,HA4,Responsive Maintenance PCB,P07,Community Resources,ADT FIRE & SECURITY PLC,22/01/2014,3712.84
Bath & North East Somerset Council,10725625,LM2,Foster Carer Allowances,P02,"Early Years, Children & Youth",CAPSTONE FOSTER CARE (SOUTH WEST)  LTD,22/01/2014,3865.12
Bath & North East Somerset Council,10725840,LJ1,Consultants Fees,P03,Wellbeing,PRACTICUS LTD,22/01/2014,4000
Bath & North East Somerset Council,80302092,LE2,Statementing Payment to other LEAs/Schools,P02,"Early Years, Children & Youth",ST BERNADETTE CATHOLIC SECONDARY SCHOOL,22/01/2014,541.29
Bath & North East Somerset Council,10725251,LP2,Hardware Support,P07,Community Resources,CFH DOCMAIL LTD,22/01/2014,4118.87
Bath & North East Somerset Council,10725252,LP2,Hardware Support,P07,Community Resources,CFH DOCMAIL LTD,22/01/2014,4118.97
Bath & North East Somerset Council,10725248,LP2,Hardware Support,P07,Community Resources,CFH DOCMAIL LTD,22/01/2014,4179.66
Bath & North East Somerset Council,10725712,LX1,Educational Activity,P06,Sustainable Development,BRISTOL CITY COUNCIL,22/01/2014,4200
Bath & North East Somerset Council,10725552,HE1,General Maintenance,P03,Wellbeing,ETHITEC,22/01/2014,4226.86
Bath & North East Somerset Council,10724754,LJ4,Contracts,P05,Neighbourhoods,PAUL LEDBURY LTD,22/01/2014,4309.86
Bath & North East Somerset Council,10725619,LM1,Volunt Homes Placements Top/Up,P02,"Early Years, Children & Youth",ST CHRISTOPHERS SCHOOL,22/01/2014,46294.58
Bath & North East Somerset Council,10725626,LM2,Foster Carer Allowances,P02,"Early Years, Children & Youth",CAPSTONE FOSTER CARE (SOUTH WEST)  LTD,22/01/2014,4327.96
Bath & North East Somerset Council,10725253,LP2,Hardware Support,P07,Community Resources,CFH DOCMAIL LTD,22/01/2014,4396.24
Bath & North East Somerset Council,10725258,LP2,Hardware Support,P07,Community Resources,CFH DOCMAIL LTD,22/01/2014,4517.59
Bath & North East Somerset Council,10725257,LP2,Hardware Support,P07,Community Resources,CFH DOCMAIL LTD,22/01/2014,4538.34
Bath & North East Somerset Council,10724646,3C4,Building Works,P01,Transport,JES TRAFFIC LTD,22/01/2014,4600
Bath & North East Somerset Council,10725260,LP2,Hardware Support,P07,Community Resources,CFH DOCMAIL LTD,22/01/2014,4628.16
Bath & North East Somerset Council,10725256,LP2,Hardware Support,P07,Community Resources,CFH DOCMAIL LTD,22/01/2014,4650.05
Bath & North East Somerset Council,10725130,LV2,Contributions to Organisations,P07,Community Resources,SOMERSET COUNTY COUNCIL,22/01/2014,5000
Bath & North East Somerset Council,10725798,HP1,Rent Payable,Z98,West of England Partnership,BRISTOL CITY COUNCIL,22/01/2014,5050
Bath & North East Somerset Council,10725609,LM1,Volunt Homes Placements Top/Up,P02,"Early Years, Children & Youth",ENHANCED FOSTER CARE LTD,22/01/2014,5092.86
Bath & North East Somerset Council,10724546,HN2,Gas,P07,Community Resources,AQUATERRA LEISURE LIMITED,22/01/2014,5218.25
Bath & North East Somerset Council,10724727,LP5,Software Support,P07,Community Resources,EXPERIAN LTD,22/01/2014,5486
Bath & North East Somerset Council,10725597,LJ3,Other Services to the Council,P07,Community Resources,SOFA PROJECT,22/01/2014,6009.17
Bath & North East Somerset Council,10725620,LM1,Volunt Homes Placements Top/Up,P02,"Early Years, Children & Youth",ST CHRISTOPHERS SCHOOL,22/01/2014,46294.58
Bath & North East Somerset Council,10725510,3C4,Building Works,P07,Community Resources,WALES AND WEST UTILITIES LTD,22/01/2014,6245.75
Bath & North East Somerset Council,10725923,LV1,Grants to Voluntary Bodies,P01,Transport,ST PHILLIPS COMMUNITY MINIBUS,22/01/2014,1244.5
Bath & North East Somerset Council,80302083,LE2,Statementing Payment to other LEAs/Schools,P02,"Early Years, Children & Youth",STEINER FROME ACADEMY,22/01/2014,579.15
Bath & North East Somerset Council,10725062,HV5,Refuse Collection,P07,Community Resources,BIFFA WASTE SERVICES,22/01/2014,7345.07
Bath & North East Somerset Council,10724195,HA6,Planned Maintenance PCB,P07,Community Resources,REDLYNCH LEISURE INSTALLATIONS LTD,22/01/2014,7890
Bath & North East Somerset Council,10725857,LN5,Data Lines,P04,Leader,BRITISH TELECOMMUNICATIONS PLC,22/01/2014,7912.6
Bath & North East Somerset Council,10725794,PB4,Payments to Private Contractors,P05,Neighbourhoods,VIRIDOR WASTE MANAGEMENT LTD,22/01/2014,8715.2
Bath & North East Somerset Council,10725874,3F7,External Fees,P01,Transport,E R HEMMINGS (BUILDING) LTD,22/01/2014,10138
Bath & North East Somerset Council,10725648,LJ1,Consultants Fees,P05,Neighbourhoods,MAX SOLUTIONS ASSOCIATES LTD,22/01/2014,10833
Bath & North East Somerset Council,10725909,LV1,Grants to Voluntary Bodies,P01,Transport,BATH COMMUNITY TRANSPORT,22/01/2014,12019.25
Bath & North East Somerset Council,10725535,3C4,Building Works,P01,Transport,PITNEY BOWES SOFTWARE LTD,22/01/2014,13168
Bath & North East Somerset Council,80302085,LE2,Statementing Payment to other LEAs/Schools,P02,"Early Years, Children & Youth",WAYCROFT ACADEMY TRUST,22/01/2014,585.46
Bath & North East Somerset Council,10725576,HN2,Gas,P07,Community Resources,SOUTHERN ELECTRIC PLC,22/01/2014,17743.78
Bath & North East Somerset Council,10725077,LH1,Liability Insurance,Z99,Outside Revenue Accounts,ZURICH MUNICIPAL,22/01/2014,20000
Bath & North East Somerset Council,10725924,LV1,Grants to Voluntary Bodies,P01,Transport,WELLOW COMMUNITY BUS GROUP,22/01/2014,1240
Bath & North East Somerset Council,10725520,LM1,Volunt Homes Placements Top/Up,P02,"Early Years, Children & Youth",AUTISM WESSEX,22/01/2014,23907.75
Bath & North East Somerset Council,10725921,LV1,Grants to Voluntary Bodies,P01,Transport,MIDSOMER NORTON & RADSTOCK RING & RIDE,22/01/2014,25161.75
Bath & North East Somerset Council,10725865,3N7,Misc. Costs,P01,Transport,E R HEMMINGS (BUILDING) LTD,22/01/2014,25691
Bath & North East Somerset Council,10725805,LX6,Bus Revenue Support,P01,Transport,FLIGHTS HALLMARK LTD,22/01/2014,29702.28
Bath & North East Somerset Council,10725930,LM1,Volunt Homes Placements Top/Up,P02,"Early Years, Children & Youth",CAMBIAN AUTISM SERVICES LTD,22/01/2014,45950.4
Bath & North East Somerset Council,10725526,3C4,Building Works,P02,"Early Years, Children & Youth",H MEALING & SONS LTD,22/01/2014,52053.3
Bath & North East Somerset Council,10725376,DB1,Agency Staff,P07,Community Resources,COMENSURA LTD,22/01/2014,58274.92
Bath & North East Somerset Council,10725884,3F7,External Fees,P01,Transport,E R HEMMINGS (BUILDING) LTD,22/01/2014,64071
Bath & North East Somerset Council,10725714,PB4,Payments to Private Contractors,P05,Neighbourhoods,NEW EARTH SOLUTIONS (GLOS) LTD,22/01/2014,146840.95
Bath & North East Somerset Council,10725595,LX5,Concessionary Fares,P01,Transport,SOUTH GLOUCESTERSHIRE COUNCIL,22/01/2014,295435
Bath & North East Somerset Council,10725917,LK1,Fees,P06,Sustainable Development,BERNARD QUARITCH LTD,23/01/2014,16.67
Bath & North East Somerset Council,10726054,LL2,Personal Needs of Clients,P02,"Early Years, Children & Youth",CURO,23/01/2014,1133.7
Bath & North East Somerset Council,10726067,LW9,Other Expenses,P02,"Early Years, Children & Youth",BATH & NORTH EAST SOMERSET COUNCIL - OFFICE SERVIC,23/01/2014,436.85
Bath & North East Somerset Council,10725397,LH2,Advertising,P01,Transport,TMP (UK) LTD,23/01/2014,450.42
Bath & North East Somerset Council,10725392,3N7,Misc. Costs,P01,Transport,TMP (UK) LTD,23/01/2014,456.71
Bath & North East Somerset Council,80302369,PG1,Rent Allowances,P07,Community Resources,REDACTED,23/01/2014,1431.16
Bath & North East Somerset Council,80302206,PG1,Rent Allowances,P07,Community Resources,REDACTED,23/01/2014,1722.92
Bath & North East Somerset Council,80302195,PG1,Rent Allowances,P07,Community Resources,REDACTED,23/01/2014,636.8
Bath & North East Somerset Council,80302209,PG1,Rent Allowances,P07,Community Resources,REDACTED,23/01/2014,623.08
Bath & North East Somerset Council,80302154,PG1,Rent Allowances,P07,Community Resources,ACCREDITED LETTINGS LTD,23/01/2014,1195.36
Bath & North East Somerset Council,10726131,LA1,Equipment Purchase (Non Medical),P03,Wellbeing,DEVILBISS HEALTHCARE,23/01/2014,503.85
Bath & North East Somerset Council,80302211,PG1,Rent Allowances,P07,Community Resources,ADVANCE HOUSING SUPPORT LTD,23/01/2014,3317
Bath & North East Somerset Council,80302353,PG1,Rent Allowances,P07,Community Resources,ANCHOR TRUST,23/01/2014,3737.16
Bath & North East Somerset Council,80302181,PG1,Rent Allowances,P07,Community Resources,AQUA SULIS FINANCIAL MANAGEMENT,23/01/2014,4798.01
Bath & North East Somerset Council,80302193,PG1,Rent Allowances,P07,Community Resources,ASTER COMMUNITIES,23/01/2014,11044.8
Bath & North East Somerset Council,80302360,PG1,Rent Allowances,P07,Community Resources,BATH MIND,23/01/2014,4545.2
Bath & North East Somerset Council,80302129,PG1,Rent Allowances,P07,Community Resources,BATH PROPERTY SERVICES,23/01/2014,567.68
Bath & North East Somerset Council,80302271,PG1,Rent Allowances,P07,Community Resources,BIDWELL METALS LTD,23/01/2014,516.92
Bath & North East Somerset Council,80302123,PG1,Rent Allowances,P07,Community Resources,CITY CENTRAL,23/01/2014,729.24
Bath & North East Somerset Council,80302281,PG1,Rent Allowances,P07,Community Resources,COMPLETE LETTINGS,23/01/2014,549.24
Bath & North East Somerset Council,80302245,PG1,Rent Allowances,P07,Community Resources,COUNTRYWIDE RESIDENTIAL LETTINGS,23/01/2014,516.92
Bath & North East Somerset Council,80302105,PG1,Rent Allowances,P07,Community Resources,CURO PLACES BRISTOL,23/01/2014,1652.68
Bath & North East Somerset Council,80302205,PG1,Rent Allowances,P07,Community Resources,DELANEY PROPERTIES LTD,23/01/2014,507.68
Bath & North East Somerset Council,80302101,PG1,Rent Allowances,P07,Community Resources,DIMENSIONS (UK) LTD,23/01/2014,13174.78
Bath & North East Somerset Council,80302162,PG1,Rent Allowances,P07,Community Resources,DOVETAIL PROPERTIES,23/01/2014,1370.76
Bath & North East Somerset Council,80302213,PG1,Rent Allowances,P07,Community Resources,REDACTED,23/01/2014,516.92
Bath & North East Somerset Council,80302128,PG1,Rent Allowances,P07,Community Resources,DRUGS & HOMELESS INITIATIVE,23/01/2014,8463.71
Bath & North East Somerset Council,80302103,PG1,Rent Allowances,P07,Community Resources,DUCHY OF CORNWALL,23/01/2014,2162.16
Bath & North East Somerset Council,80302122,PG1,Rent Allowances,P07,Community Resources,ENGLISH RURAL HOUSING ASSOCIATIO,23/01/2014,797.92
Bath & North East Somerset Council,80302133,PG1,Rent Allowances,P07,Community Resources,GOLDEN LANE HOUSING LTD,23/01/2014,3840.24
Bath & North East Somerset Council,10725539,LP9,IT Support Costs,P04,Leader,TWOFOLD LTD,23/01/2014,524.41
Bath & North East Somerset Council,80302362,PG1,Rent Allowances,P07,Community Resources,GUINNESS HOUSING ASSOCIATION,23/01/2014,41114.1
Bath & North East Somerset Council,80302110,PG1,Rent Allowances,P07,Community Resources,HANOVER HOUSING ASSOCIATION,23/01/2014,3003.68
Bath & North East Somerset Council,80302112,PG1,Rent Allowances,P07,Community Resources,HANOVER HOUSING ASSOCIATION,23/01/2014,8562.63
Bath & North East Somerset Council,80302361,PG1,Rent Allowances,P07,Community Resources,JULIAN HOUSE,23/01/2014,46223.39
Bath & North East Somerset Council,80302359,PG1,Rent Allowances,P07,Community Resources,KENNET HOUSING SOCIETY LTD,23/01/2014,1242.75
Bath & North East Somerset Council,80302106,PG1,Rent Allowances,P07,Community Resources,KILMERSDON RURAL HOUSING ASSOCIA,23/01/2014,2686.2
Bath & North East Somerset Council,10725394,3N7,Misc. Costs,P01,Transport,TMP (UK) LTD,23/01/2014,546.99
Bath & North East Somerset Council,80302126,PG1,Rent Allowances,P07,Community Resources,KNIGHTSTONE COMMUNITY HOMES,23/01/2014,32833.45
Bath & North East Somerset Council,80302350,PG1,Rent Allowances,P07,Community Resources,KNIGHTSTONE HOUSING ASSOCIATION,23/01/2014,22149.5
Bath & North East Somerset Council,80302358,PG1,Rent Allowances,P07,Community Resources,KNIGHTSTONE HOUSING ASSOCIATION,23/01/2014,86276.17
Bath & North East Somerset Council,80302201,PG1,Rent Allowances,P07,Community Resources,MARK NAYLOR RESIDENTIAL SALES,23/01/2014,1024.6
Bath & North East Somerset Council,80302203,PG1,Rent Allowances,P07,Community Resources,MARTIN & CO,23/01/2014,5032.32
Bath & North East Somerset Council,80302194,PG1,Rent Allowances,P07,Community Resources,MENCAP,23/01/2014,4281.72
